Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0031170	Aco029342.1												
OG0031171	Aco029386.1												
OG0031172	Aco029414.1												
OG0031173	Aco029426.1												
OG0031174	Aco029432.1												
OG0031175	Aco029462.1												
OG0031176	Aco029484.1												
OG0031177	Aco029512.1												
OG0031178	Aco029516.1												
OG0031179	Aco029518.1												
OG0031180	Aco029577.1												
OG0031181	Aco029622.1												
OG0031182	Aco029652.1												
OG0031183	Aco029653.1												
OG0031184	Aco029667.1												
OG0031185	Aco029674.1												
OG0031186	Aco029680.1												
OG0031187	Aco029731.1												
OG0031188	Aco029750.1												
OG0031189	Aco029784.1												
OG0031190	Aco029820.1												
OG0031191	Aco029830.1												
OG0031192	Aco029834.1												
OG0031193	Aco029854.1												
OG0031194	Aco029898.1												
OG0031195	Aco029904.1												
OG0031196	Aco029912.1												
OG0031197	Aco029938.1												
OG0031198	Aco029944.1												
OG0031199	Aco029945.1												
OG0031200	Aco029950.1												
OG0031201	Aco030018.1												
OG0031202	Aco030021.1												
OG0031203	Aco030032.1												
OG0031204	Aco030034.1												
OG0031205	Aco030059.1												
OG0031206	Aco030103.1												
OG0031207	Aco030131.1												
OG0031208	Aco030146.1												
OG0031209	Aco030157.1												
OG0031210	Aco030204.1												
OG0031211	Aco030235.1												
OG0031212	Aco030236.1												
OG0031213	Aco030250.1												
OG0031214	Aco030267.1												
OG0031215	Aco030291.1												
OG0031216	Aco030343.1												
OG0031217	Aco030360.1												
OG0031218	Aco030403.1												
OG0031219	Aco030407.1												
OG0031220	Aco030408.1												
OG0031221	Aco030411.1												
OG0031222	Aco030415.1												
OG0031223	Aco030480.1												
OG0031224	Aco030499.1												
OG0031225	Aco030504.1												
OG0031226	Aco030525.1												
OG0031227	Aco030533.1												
OG0031228	Aco030542.1												
OG0031229	Aco030544.1												
OG0031230	Aco030571.1												
OG0031231	Aco030574.1												
OG0031232	Aco030593.1												
OG0031233	Aco030595.1												
OG0031234	Aco030596.1												
OG0031235	Aco030674.1												
OG0031236	Aco030689.1												
OG0031237	Aco030728.1												
OG0031238	Aco030731.1												
OG0031239	Aco030759.1												
OG0031240	Aco030801.1												
OG0031241	Aco030806.1												
OG0031242	Aco030809.1												
OG0031243	Aco030824.1												
OG0031244	Aco030851.1												
OG0031245	Aco030920.1												
OG0031246	Aco030922.1												
OG0031247	Aco030971.1												
OG0031248	Aco030980.1												
OG0031249	Aco031000.1												
OG0031250	Aco031006.1												
OG0031251	Aco031043.1												
OG0031252	Aco031044.1												
OG0031253	Aco031046.1												
OG0031254	Aco031101.1												
OG0031255	Aco031102.1												
OG0031256	Aco031126.1												
OG0031257	Aco031134.1												
OG0031258	Aco031136.1												
OG0031259	Aco031137.1												
OG0031260	Aco031171.1												
OG0031261	Aco031187.1												
OG0031262	Aco031209.1												
OG0031263	Aco031221.1												
OG0031264	Aco031226.1												
OG0031265	Aco031227.1												
OG0031266	Aco031233.1												
OG0031267	Aco031268.1												
OG0031268	Aco031283.1												
OG0031269	Aco031302.1												
OG0031270	Aco031318.1												
OG0031271	Aco031346.1												
OG0031272	Aco031367.1												
OG0031273	Aco031373.1												
OG0031274	Aco031380.1												
OG0031275	Aco031392.1												
OG0031276	Aco031416.1												
OG0031277	Aco031451.1												
OG0031278	Aco031465.1												
OG0031279	Aco031471.1												
OG0031280	Aco031488.1												
OG0031281	Aco031497.1												
OG0031282	Aco031514.1												
OG0031283	Aco031516.1												
OG0031284	Aco031532.1												
OG0031285	Aco031541.1												
OG0031286	Aco031551.1												
OG0031287	Aco031564.1												
OG0031288	Aco031610.1												
OG0031289	Aco031614.1												
OG0031290	Aco031615.1												
OG0031291	Aco031616.1												
OG0031292	Aco031627.1												
OG0031293	Aco031639.1												
OG0031294	Aco031653.1												
OG0031295	Aco031657.1												
OG0031296	Aco031663.1												
OG0031297	Aco031686.1												
OG0031298	Aco031688.1												
OG0031299	Aco031693.1												
OG0031300	Aco031699.1												
OG0031301	Aco031722.1												
OG0031302	Aco031726.1												
OG0031303	Aco031735.1												
OG0031304	Aco031736.1												
OG0031305	Aco031746.1												
OG0031306	Aco031748.1												
OG0031307	Aco031761.1												
OG0031308	Aco031766.1												
OG0031309	Aco031777.1												
OG0031310	Aco031788.1												
OG0031311	Aco031805.1												
OG0031312	Aco031812.1												
OG0031313	Aco031814.1												
OG0031314	Aco031826.1												
OG0031315	Aco031831.1												
OG0031316	Aco031848.1												
OG0031317	Aco031889.1												
OG0031318	Aco031892.1												
OG0031319		AT2G18870.1											
OG0031320		AT2G40802.1											
OG0031321		AT2G38544.1											
OG0031322		AT2G41420.1											
OG0031323		AT2G22320.1											
OG0031324		AT2G11851.1											
OG0031325		AT2G11405.1											
OG0031326		AT2G45434.1											
OG0031327		AT2G03840.1											
OG0031328		AT2G24513.1											
OG0031329		AT2G33006.1											
OG0031330		AT2G33520.1											
OG0031331		AT2G22470.1											
OG0031332		AT2G05786.1											
OG0031333		AT2G19310.1											
OG0031334		AT2G21237.1											
OG0031335		AT2G40233.1											
OG0031336		AT2G07684.1											
OG0031337		AT2G33435.1											
OG0031338		AT2G02440.1											
OG0031339		AT2G21690.1											
OG0031340		AT2G30925.1											
OG0031341		AT2G11005.1											
OG0031342		AT2G39850.1											
OG0031343		AT2G46455.1											
OG0031344		AT2G03565.1											
OG0031345		AT2G36854.1											
OG0031346		AT2G02795.1											
OG0031347		AT2G14390.1											
OG0031348		AT2G35733.1											
OG0031349		AT2G41233.1											
OG0031350		AT2G41082.1											
OG0031351		AT2G14206.1											
OG0031352		AT2G24683.1											
OG0031353		AT2G01023.1											
OG0031354		AT2G38100.1											
OG0031355		AT2G13623.1											
OG0031356		AT2G05915.1											
OG0031357		AT2G13463.1											
OG0031358		AT2G30940.2											
OG0031359		AT2G28426.1											
OG0031360		AT2G39320.1											
OG0031361		AT2G29125.1											
OG0031362		AT2G35345.1											
OG0031363		AT2G32550.1											
OG0031364		AT2G29263.1											
OG0031365		AT2G29790.1											
OG0031366		AT2G06667.1											
OG0031367		AT2G17556.1											
OG0031368		AT2G20784.1											
OG0031369		AT2G07310.1											
OG0031370		AT2G22820.1											
OG0031371		AT2G16586.1											
OG0031372		AT2G19420.1											
OG0031373		AT2G25160.1											
OG0031374		AT2G36632.1											
OG0031375		AT2G12935.1											
OG0031376		AT2G03821.1											
OG0031377		AT2G23149.1											
OG0031378		AT2G02026.1											
OG0031379		AT2G24410.1											
OG0031380		AT2G14289.1											
OG0031381		AT2G31005.1											
OG0031382		AT2G30560.1											
OG0031383		AT2G21550.1											
OG0031384		AT2G05753.1											
OG0031385		AT2G25964.1											
OG0031386		AT2G46505.1											
OG0031387		AT2G32890.1											
OG0031388		AT2G23130.1											
OG0031389		AT2G37910.1											
OG0031390		AT2G16940.2											
OG0031391		AT2G43018.1											
OG0031392		AT2G31082.1											
OG0031393		AT2G39865.1											
OG0031394		AT2G13660.1											
OG0031395		AT2G47660.1											
OG0031396		AT2G03830.1											
OG0031397		AT2G10931.1											
OG0031398		AT2G34740.1											
OG0031399		AT2G27380.1											
OG0031400		AT2G29679.1											
OG0031401		AT2G27535.1											
OG0031402		AT2G15930.1											
OG0031403		AT2G12875.1											
OG0031404		AT2G14460.1											
OG0031405		AT2G06908.1											
OG0031406		AT2G17960.1											
OG0031407		AT2G39460.1											
OG0031408		AT2G10340.1											
OG0031409		AT2G13430.1											
OG0031410		AT2G37610.1											
OG0031411		AT2G43150.1											
OG0031412		AT2G46662.1											
OG0031413		AT2G41170.1											
OG0031414		AT2G26267.1											
OG0031415		AT2G47844.1											
OG0031416		AT2G46360.1											
OG0031417		AT2G36030.1											
OG0031418		AT2G14692.1											
OG0031419		AT2G10920.1											
OG0031420		AT2G31141.1											
OG0031421		AT2G18970.1											
OG0031422		AT2G14900.1											
OG0031423		AT2G18938.1											
OG0031424		AT2G34800.1											
OG0031425		AT2G17442.1											
OG0031426		AT2G04870.1											
OG0031427		AT2G19700.1											
OG0031428		AT2G18590.1											
OG0031429		AT2G23985.2											
OG0031430		AT2G05632.1											
OG0031431		AT2G46308.1											
OG0031432		AT2G45161.1											
OG0031433		AT2G35890.1											
OG0031434		AT2G27250.3											
OG0031435		AT2G30766.1											
OG0031436		AT2G03180.1											
OG0031437		AT2G03822.1											
OG0031438		AT2G22520.1											
OG0031439		AT2G15029.1											
OG0031440		AT2G13547.1											
OG0031441		AT2G30032.1											
OG0031442		AT2G25090.1											
OG0031443		AT2G07728.1											
OG0031444		AT2G28570.1											
OG0031445		AT2G32790.1											
OG0031446		AT2G16881.1											
OG0031447		AT2G34100.1											
OG0031448		AT2G36916.1											
OG0031449		AT2G22942.1											
OG0031450		AT2G41231.1											
OG0031451		AT2G44198.1											
OG0031452		AT2G03930.2											
OG0031453		AT2G13550.1											
OG0031454		AT2G11773.1											
OG0031455		AT2G34270.1											
OG0031456		AT2G30430.1											
OG0031457		AT2G13126.1											
OG0031458		AT2G14810.1											
OG0031459		AT2G44925.1											
OG0031460		AT2G25990.1											
OG0031461		AT2G43570.1											
OG0031462		AT2G31218.1											
OG0031463		AT2G22450.1											
OG0031464		AT2G23171.1											
OG0031465		AT2G36881.1											
OG0031466		AT2G27270.1											
OG0031467		AT2G10970.1											
OG0031468		AT2G34238.1											
OG0031469		AT2G25409.1											
OG0031470		AT2G47930.1											
OG0031471		AT2G19290.1											
OG0031472		AT2G43371.1											
OG0031473		AT2G01008.1											
OG0031474		AT2G07779.1											
OG0031475		AT2G44304.1											
OG0031476		AT2G39520.1											
OG0031477		AT2G28507.1											
OG0031478		AT2G36440.1											
OG0031479		AT2G01021.1											
OG0031480		AT2G13422.1											
OG0031481		AT2G48090.1											
OG0031482		AT2G11522.1											
OG0031483		AT2G07772.1											
OG0031484		AT2G05294.1											
OG0031485		AT2G02147.1											
OG0031486		AT2G07721.1											
OG0031487		AT2G34655.1											
OG0031488		AT2G40081.1											
OG0031489		AT2G36695.1											
OG0031490		AT2G08986.1											
OG0031491		AT2G26360.1											
OG0031492		AT2G14870.1											
OG0031493		AT2G34850.1											
OG0031494		AT2G19300.1											
OG0031495		AT2G38304.1											
OG0031496		AT2G05350.1											
OG0031497		AT2G38646.1											
OG0031498		AT2G10020.1											
OG0031499		AT2G10450.1											
OG0031500		AT2G39160.1											
OG0031501		AT2G17055.1											
OG0031502		AT2G47570.1											
OG0031503		AT2G38690.1											
OG0031504		AT2G45412.1											
OG0031505		AT2G27389.1											
OG0031506		AT2G41230.1											
OG0031507		AT2G36120.1											
OG0031508		AT2G39360.1											
OG0031509		AT2G43871.1											
OG0031510		AT2G31700.1											
OG0031511		AT2G12461.1											
OG0031512		AT2G20070.1											
OG0031513		AT2G12557.1											
OG0031514		AT2G29654.1											
OG0031515		AT2G43261.1											
OG0031516		AT2G41090.1											
OG0031517		AT2G18610.1											
OG0031518		AT2G39820.1											
OG0031519		AT2G14890.1											
OG0031520		AT2G46390.1											
OG0031521		AT2G25295.1											
OG0031522		AT2G20921.1											
OG0031523		AT2G34315.1											
OG0031524		AT2G28240.1											
OG0031525		AT2G42400.1											
OG0031526		AT2G36053.1											
OG0031527		AT2G30680.1											
OG0031528		AT2G14160.1											
OG0031529		AT2G04370.1											
OG0031530		AT2G38340.1											
OG0031531		AT2G24780.1											
OG0031532		AT2G22426.1											
OG0031533		AT2G16016.1											
OG0031534		AT2G01175.1											
OG0031535		AT2G16960.1											
OG0031536		AT2G03938.1											
OG0031537		AT2G23040.1											
OG0031538		AT2G26511.1											
OG0031539		AT2G07830.1											
OG0031540		AT2G11462.1											
OG0031541		AT2G19893.1											
OG0031542		AT2G20613.1											
OG0031543		AT2G07774.1											
OG0031544		AT2G40475.1											
OG0031545		AT2G21185.1											
OG0031546		AT2G34185.2											
OG0031547		AT2G40205.1											
OG0031548		AT2G16015.1											
OG0031549		AT2G07738.1											
OG0031550		AT2G17870.1											
OG0031551		AT2G11910.1											
OG0031552		AT2G30985.1											
OG0031553		AT2G23834.1											
OG0031554		AT2G39640.1											
OG0031555		AT2G22040.1											
OG0031556		AT2G04063.1											
OG0031557		AT2G05630.2											
OG0031558		AT2G16018.1											
OG0031559		AT2G41650.1											
OG0031560		AT2G20250.1											
OG0031561		AT2G05803.1											
OG0031562		AT2G07363.1											
OG0031563		AT2G05500.1											
OG0031564		AT2G12977.1											
OG0031565		AT2G36470.1											
OG0031566		AT2G13272.1											
OG0031567		AT2G24592.1											
OG0031568		AT2G11891.1											
OG0031569		AT2G40085.1											
OG0031570		AT2G31271.1											
OG0031571		AT2G07290.1											
OG0031572		AT2G43450.1											
OG0031573		AT2G20970.2											
OG0031574		AT2G34224.1											
OG0031575		AT2G22000.1											
OG0031576		AT2G46787.1											
OG0031577		AT2G15340.1											
OG0031578		AT2G25200.1											
OG0031579		AT2G11778.1											
OG0031580		AT2G20150.1											
OG0031581		AT2G29452.1											
OG0031582		AT2G01240.1											
OG0031583		AT2G07787.1											
OG0031584		AT2G25697.1											
OG0031585		AT2G02023.1											
OG0031586		AT2G09388.1											
OG0031587		AT2G05645.1											
OG0031588		AT2G23118.1											
OG0031589		AT2G06095.1											
OG0031590		AT2G12405.1											
OG0031591		AT2G26120.1											
OG0031592		AT2G42860.1											
OG0031593		AT2G23348.1											
OG0031594		AT2G41225.1											
OG0031595		AT2G34186.1											
OG0031596		AT2G15327.1											
OG0031597		AT2G16019.1											
OG0031598		AT2G28755.1											
OG0031599		AT2G41780.1											
OG0031600		AT2G17410.1											
OG0031601		AT2G24620.1											
OG0031602		AT2G28401.1											
OG0031603		AT2G45135.1											
OG0031604		AT2G28510.1											
OG0031605		AT2G22201.1											
OG0031606		AT2G27160.2											
OG0031607		AT2G12905.1											
OG0031608		AT2G28625.1											
OG0031609		AT2G35208.1											
OG0031610		AT2G07000.1											
OG0031611		AT2G11570.1											
OG0031612		AT2G31850.1											
OG0031613		AT2G21235.1											
OG0031614		AT2G36940.1											
OG0031615		AT2G02550.2											
OG0031616		AT2G13720.1											
OG0031617		AT2G31018.1											
OG0031618		AT2G22802.1											
OG0031619		AT2G42890.1											
OG0031620		AT2G10014.1											
OG0031621		AT2G07521.1											
OG0031622		AT2G45860.1											
OG0031623		AT2G14700.1											
OG0031624		AT2G28671.1											
OG0031625		AT2G18270.1											
OG0031626		AT2G11270.1											
OG0031627		AT2G22122.1											
OG0031628		AT2G17785.1											
OG0031629		AT2G13273.1											
OG0031630		AT2G10608.1											
OG0031631		AT2G22080.1											
OG0031632		AT2G45126.1											
OG0031633		AT2G29628.1											
OG0031634		AT2G40530.1											
OG0031635		AT2G43865.1											
OG0031636		AT2G35750.1											
OG0031637		AT2G07669.1											
OG0031638		AT2G31500.1											
OG0031639		AT2G05540.1											
OG0031640		AT2G05270.1											
OG0031641		AT2G34120.1											
OG0031642		AT2G48121.2											
OG0031643		AT2G09838.1											
OG0031644		AT2G04800.1											
OG0031645		AT2G31981.1											
OG0031646		AT2G21725.1											
OG0031647		AT2G07806.2											
OG0031648		AT2G43386.1											
OG0031649		AT2G16835.1											
OG0031650		AT2G15318.1											
OG0031651		AT2G35300.1											
OG0031652		AT2G22340.1											
OG0031653		AT2G16340.1											
OG0031654		AT2G42395.1											
OG0031655		AT2G25420.1											
OG0031656		AT2G38490.1											
OG0031657		AT2G32487.1											
OG0031658		AT2G38350.1											
OG0031659		AT2G40004.1											
OG0031660		AT2G25052.1											
OG0031661		AT2G23310.1											
OG0031662		AT2G23321.1											
OG0031663		AT2G29920.1											
OG0031664		AT2G23067.1											
OG0031665		AT2G22088.1											
OG0031666		AT2G07362.1											
OG0031667		AT2G13363.1											
OG0031668		AT2G04675.1											
OG0031669		AT2G21880.1											
OG0031670		AT2G25510.1											
OG0031671		AT2G42340.1											
OG0031672		AT2G04380.1											
OG0031673		AT2G24834.1											
OG0031674		AT2G27229.1											
OG0031675		AT2G25169.1											
OG0031676		AT2G33175.1											
OG0031677		AT2G03320.1											
OG0031678		AT2G16955.1											
OG0031679		AT2G01667.1											
OG0031680		AT2G31250.1											
OG0031681		AT2G06420.1											
OG0031682		AT2G22241.1											
OG0031683		AT2G03000.1											
OG0031684		AT2G18721.1											
OG0031685		AT2G16020.1											
OG0031686		AT2G47200.1											
OG0031687		AT2G05580.1											
OG0031688		AT2G39851.1											
OG0031689		AT2G32275.1											
OG0031690		AT2G18930.1											
OG0031691		AT2G44000.1											
OG0031692		AT2G07825.1											
OG0031693		AT2G16668.1											
OG0031694		AT2G07795.1											
OG0031695		AT2G40711.1											
OG0031696		AT2G30760.1											
OG0031697		AT2G24617.1											
OG0031698		AT2G07827.2											
OG0031699		AT2G33509.1											
OG0031700		AT2G14635.1											
OG0031701		AT2G11271.1											
OG0031702		AT2G36261.1											
OG0031703		AT2G19470.1											
OG0031704		AT2G36571.1											
OG0031705		AT2G23660.1											
OG0031706		AT2G27390.1											
OG0031707		AT2G18920.1											
OG0031708		AT2G07280.1											
OG0031709		AT2G11651.1											
OG0031710		AT2G20453.1											
OG0031711		AT2G46995.1											
OG0031712		AT2G46567.1											
OG0031713		AT2G35075.1											
OG0031714		ATMG00320.1											
OG0031715		ATMG00760.1											
OG0031716		ATMG01000.1											
OG0031717		ATMG00880.1											
OG0031718		ATMG01100.1											
OG0031719		ATMG00630.1											
OG0031720		ATMG01400.1											
OG0031721		ATMG01130.1											
OG0031722		ATMG00450.1											
OG0031723		ATMG00120.1											
OG0031724		ATMG01350.1											
OG0031725		ATMG01210.1											
OG0031726		ATMG00770.1											
OG0031727		ATMG00050.1											
OG0031728		ATMG00750.1											
OG0031729		ATMG01240.1											
OG0031730		ATMG00740.1											
OG0031731		ATMG00720.1											
OG0031732		ATMG01230.1											
OG0031733		ATMG00010.1											
OG0031734		ATMG01370.1											
OG0031735		ATMG01060.1											
OG0031736		ATMG01330.1											
OG0031737		ATMG00150.1											
OG0031738		ATMG00850.1											
OG0031739		ATMG01290.1											
OG0031740		ATMG00870.1											
OG0031741		ATMG00600.1											
OG0031742		ATMG00840.1											
OG0031743		ATMG00680.1											
OG0031744		ATMG01260.1											
OG0031745		ATMG00260.1											
OG0031746		ATMG00140.1											
OG0031747		ATMG00130.1											
OG0031748		AT4G30670.1											
OG0031749		AT4G14251.1											
OG0031750		AT4G03728.1											
OG0031751		AT4G08039.1											
OG0031752		AT4G32280.1											
OG0031753		AT4G03298.1											
OG0031754		AT4G11211.1											
OG0031755		AT4G10596.1											
OG0031756		AT4G26560.1											
OG0031757		AT4G36170.1											
OG0031758		AT4G14622.1											
OG0031759		AT4G13560.1											
OG0031760		AT4G10603.1											
OG0031761		AT4G25510.1											
OG0031762		AT4G07408.1											
OG0031763		AT4G15885.1											
OG0031764		AT4G27415.1											
OG0031765		AT4G35025.1											
OG0031766		AT4G32780.1											
OG0031767		AT4G35725.1											
OG0031768		AT4G17453.1											
OG0031769		AT4G29103.1											
OG0031770		AT4G01535.1											
OG0031771		AT4G31875.1											
OG0031772		AT4G05091.1											
OG0031773		AT4G25386.1											
OG0031774		AT4G26290.1											
OG0031775		AT4G14105.1											
OG0031776		AT4G32240.1											
OG0031777		AT4G09030.1											
OG0031778		AT4G02465.1											
OG0031779		AT4G11845.1											
OG0031780		AT4G11340.1											
OG0031781		AT4G14670.1											
OG0031782		AT4G15460.1											
OG0031783		AT4G28170.1											
OG0031784		AT4G38405.1											
OG0031785		AT4G09850.1											
OG0031786		AT4G03443.1											
OG0031787		AT4G13572.1											
OG0031788		AT4G05494.1											
OG0031789		AT4G24450.1											
OG0031790		AT4G14810.1											
OG0031791		AT4G25070.2											
OG0031792		AT4G09731.1											
OG0031793		AT4G26820.1											
OG0031794		AT4G08590.1											
OG0031795		AT4G00180.1											
OG0031796		AT4G38410.1											
OG0031797		AT4G24300.1											
OG0031798		AT4G22510.1											
OG0031799		AT4G09840.1											
OG0031800		AT4G17580.1											
OG0031801		AT4G07786.1											
OG0031802		AT4G31580.1											
OG0031803		AT4G04490.1											
OG0031804		AT4G04601.1											
OG0031805		AT4G00342.1											
OG0031806		AT4G23103.1											
OG0031807		AT4G18850.1											
OG0031808		AT4G04972.1											
OG0031809		AT4G01985.1											
OG0031810		AT4G30460.1											
OG0031811		AT4G10112.1											
OG0031812		AT4G38401.1											
OG0031813		AT4G00670.1											
OG0031814		AT4G01915.3											
OG0031815		AT4G01420.1											
OG0031816		AT4G00890.1											
OG0031817		AT4G09300.1											
OG0031818		AT4G24030.1											
OG0031819		AT4G01516.1											
OG0031820		AT4G29020.1											
OG0031821		AT4G39270.1											
OG0031822		AT4G12005.1											
OG0031823		AT4G02541.1											
OG0031824		AT4G05136.1											
OG0031825		AT4G23250.1											
OG0031826		AT4G37450.1											
OG0031827		AT4G16855.1											
OG0031828		AT4G06598.1											
OG0031829		AT4G22485.1											
OG0031830		AT4G29548.1											
OG0031831		AT4G35837.1											
OG0031832		AT4G36988.1											
OG0031833		AT4G01671.1											
OG0031834		AT4G18870.1											
OG0031835		AT4G32378.1											
OG0031836		AT4G20290.1											
OG0031837		AT4G39675.1											
OG0031838		AT4G36020.1											
OG0031839		AT4G24231.1											
OG0031840		AT4G31280.1											
OG0031841		AT4G08530.1											
OG0031842		AT4G18282.1											
OG0031843		AT4G28068.1											
OG0031844		AT4G26800.1											
OG0031845		AT4G36060.1											
OG0031846		AT4G08967.1											
OG0031847		AT4G09880.1											
OG0031848		AT4G37230.1											
OG0031849		AT4G34630.1											
OG0031850		AT4G15810.1											
OG0031851		AT4G06534.1											
OG0031852		AT4G28181.1											
OG0031853		AT4G08073.1											
OG0031854		AT4G03610.1											
OG0031855		AT4G04500.1											
OG0031856		AT4G35519.1											
OG0031857		AT4G09587.1											
OG0031858		AT4G11876.1											
OG0031859		AT4G01023.1											
OG0031860		AT4G15650.1											
OG0031861		AT4G35820.1											
OG0031862		AT4G09965.1											
OG0031863		AT4G35580.2											
OG0031864		AT4G39986.1											
OG0031865		AT4G19480.1											
OG0031866		AT4G20250.1											
OG0031867		AT4G12600.2											
OG0031868		AT4G22470.1											
OG0031869		AT4G26483.1											
OG0031870		AT4G11730.1											
OG0031871		AT4G09860.1											
OG0031872		AT4G30970.1											
OG0031873		AT4G33660.1											
OG0031874		AT4G22505.1											
OG0031875		AT4G04423.1											
OG0031876		AT4G37608.1											
OG0031877		AT4G24644.1											
OG0031878		AT4G18580.1											
OG0031879		AT4G28180.1											
OG0031880		AT4G31960.1											
OG0031881		AT4G12580.1											
OG0031882		AT4G26040.1											
OG0031883		AT4G34690.1											
OG0031884		AT4G13320.1											
OG0031885		AT4G14520.1											
OG0031886		AT4G32420.1											
OG0031887		AT4G13230.1											
OG0031888		AT4G17060.1											
OG0031889		AT4G22800.1											
OG0031890		AT4G02871.1											
OG0031891		AT4G14403.1											
OG0031892		AT4G29654.1											
OG0031893		AT4G34272.1											
OG0031894		AT4G30097.1											
OG0031895		AT4G00895.1											
OG0031896		AT4G05612.1											
OG0031897		AT4G10910.1											
OG0031898		AT4G19829.1											
OG0031899		AT4G37095.1											
OG0031900		AT4G08395.1											
OG0031901		AT4G11890.3											
OG0031902		AT4G21213.1											
OG0031903		AT4G08730.1											
OG0031904		AT4G03950.1											
OG0031905		AT4G03827.1											
OG0031906		AT4G19620.1											
OG0031907		AT4G19270.1											
OG0031908		AT4G08800.1											
OG0031909		AT4G16680.1											
OG0031910		AT4G36510.1											
OG0031911		AT4G23271.1											
OG0031912		AT4G17930.1											
OG0031913		AT4G11870.1											
OG0031914		AT4G28485.1											
OG0031915		AT4G10845.1											
OG0031916		AT4G37295.1											
OG0031917		AT4G11040.1											
OG0031918		AT4G18080.1											
OG0031919		AT4G30570.1											
OG0031920		AT4G28564.1											
OG0031921		AT4G08867.1											
OG0031922		AT4G03940.1											
OG0031923		AT4G18500.1											
OG0031924		AT4G17590.1											
OG0031925		AT4G00124.1											
OG0031926		AT4G39930.1											
OG0031927		AT4G24950.1											
OG0031928		AT4G34881.1											
OG0031929		AT4G16140.1											
OG0031930		AT4G31441.1											
OG0031931		AT4G08351.1											
OG0031932		AT4G31355.1											
OG0031933		AT4G15790.1											
OG0031934		AT4G24410.1											
OG0031935		AT4G12380.1											
OG0031936		AT4G07825.1											
OG0031937		AT4G18280.1											
OG0031938		AT4G19550.2											
OG0031939		AT4G04110.1											
OG0031940		AT4G36515.1											
OG0031941		AT4G23090.2											
OG0031942		AT4G05631.1											
OG0031943		AT4G38820.1											
OG0031944		AT4G39320.1											
OG0031945		AT4G23432.1											
OG0031946		AT4G02325.1											
OG0031947		AT4G18000.1											
OG0031948		AT4G23110.1											
OG0031949		AT4G31260.1											
OG0031950		AT4G19000.1											
OG0031951		AT4G01328.1											
OG0031952		AT4G07965.1											
OG0031953		AT4G39403.1											
OG0031954		AT4G15150.1											
OG0031955		AT4G16451.1											
OG0031956		AT4G30050.1											
OG0031957		AT4G16030.1											
OG0031958		AT4G31030.1											
OG0031959		AT4G35180.1											
OG0031960		AT4G23970.1											
OG0031961		AT4G04925.1											
OG0031962		AT4G37409.1											
OG0031963		AT4G08868.1											
OG0031964		AT4G15061.1											
OG0031965		AT4G38052.1											
OG0031966		AT4G08740.1											
OG0031967		AT4G04710.1											
OG0031968		AT4G36230.1											
OG0031969		AT4G01735.1											
OG0031970		AT4G19200.1											
OG0031971		AT4G12360.1											
OG0031972		AT4G40011.1											
OG0031973		AT4G00760.1											
OG0031974		AT4G08555.1											
OG0031975		AT4G27930.1											
OG0031976		AT4G35430.1											
OG0031977		AT4G05071.1											
OG0031978		AT4G08895.1											
OG0031979		AT4G19095.1											
OG0031980		AT4G14020.1											
OG0031981		AT4G27550.1											
OG0031982		AT4G08691.1											
OG0031983		AT4G17998.1											
OG0031984		AT4G18501.1											
OG0031985		AT4G16980.1											
OG0031986		AT4G37483.1											
OG0031987		AT4G21926.1											
OG0031988		AT4G24600.1											
OG0031989		AT4G11385.1											
OG0031990		AT4G20006.1											
OG0031991		AT4G05632.1											
OG0031992		AT4G03380.1											
OG0031993		AT4G31136.1											
OG0031994		AT4G16915.1											
OG0031995		AT4G03740.1											
OG0031996		AT4G18600.1											
OG0031997		AT4G14320.2											
OG0031998		AT4G32030.1											
OG0031999		AT4G35263.1											
OG0032000		AT4G03165.1											
OG0032001		AT4G30680.1											
OG0032002		AT4G09784.1											
OG0032003		AT4G18510.1											
OG0032004		AT4G36791.1											
OG0032005		AT4G39020.1											
OG0032006		AT4G33145.1											
OG0032007		AT4G16240.1											
OG0032008		AT4G07666.1											
OG0032009		AT4G28460.1											
OG0032010		AT4G16040.1											
OG0032011		AT4G36370.1											
OG0032012		AT4G01703.1											
OG0032013		AT4G30662.1											
OG0032014		AT4G27850.1											
OG0032015		AT4G06639.1											
OG0032016		AT4G28085.1											
OG0032017		AT4G32080.1											
OG0032018		AT4G08151.1											
OG0032019		AT4G10670.1											
OG0032020		AT4G13390.1											
OG0032021		AT4G30450.1											
OG0032022		AT4G02910.1											
OG0032023		AT4G21216.1											
OG0032024		AT4G27654.1											
OG0032025		AT4G12990.1											
OG0032026		AT4G27380.1											
OG0032027		AT4G35589.1											
OG0032028		AT4G07380.1											
OG0032029		AT4G18860.1											
OG0032030		AT4G37685.1											
OG0032031		AT4G13575.1											
OG0032032		AT4G26005.1											
OG0032033		AT4G13570.2											
OG0032034		AT4G32230.1											
OG0032035		AT4G20220.1											
OG0032036		AT4G12100.1											
OG0032037		AT4G07524.1											
OG0032038		AT4G21950.1											
OG0032039		AT4G02489.1											
OG0032040		AT4G23960.1											
OG0032041		AT4G01895.1											
OG0032042		AT4G11430.1											
OG0032043		AT4G08406.1											
OG0032044		AT4G13235.1											
OG0032045		AT4G29658.1											
OG0032046		AT4G36560.1											
OG0032047		AT4G08176.1											
OG0032048		AT4G07868.1											
OG0032049		AT4G18090.1											
